timestamp,title,price,original_price,shipping,item_url,discount_amount,discount_percentage
2026-03-10 19:23:36,Apple iPad Pro 12.9″ (5th Gen 2021) Wi-Fi M1 Excellent Condition 1 Year Warranty,499.95,499.95,Free shipping,https://www.ebay.com/itm/227211848353?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,0.0,0.0
2026-03-10 19:23:36,"Apple iPad Pro6 Tablet 12.9"" 6th Gen 2022 WiFi / 5G Models Pro 6 -M2 Very Good",599.95,599.95,Free shipping,https://www.ebay.com/itm/364759523674?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,0.0,0.0
2026-03-10 19:23:36,Apple AirPods Pro 2nd Generation Gen 2 2023 A2968 with Magsafe USB-C Charging,139.95,250.0,Free shipping,https://www.ebay.com/itm/285636515887?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,110.05000000000001,44.02
2026-03-10 19:23:36,Anker 737 Power Bank 24000mAh 3-Port Portable Charger 140W for iPhone 14/MacBook,74.99,159.99,Free shipping,https://www.ebay.com/itm/385840234596?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,85.00000000000001,53.13
2026-03-10 19:23:36,Samsung Galaxy Buds+ Plus SM-R175 Bluetooth True Wireless Earbuds 2020 Colors SR,54.95,54.95,Free shipping,https://www.ebay.com/itm/185460063087?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,0.0,0.0
2026-03-10 19:23:36,Apple AirPods Pro 3 Wireless Active Noise Cancelling Earbuds Magsafe MFHP4LL/A,186.95,186.95,Free shipping,https://www.ebay.com/itm/277504800257?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,0.0,0.0
2026-03-10 19:23:36,"2-Bay/4-Bay Hard Drive Enclosure for 3.5""/2.5'' SATA HDD/SSD 10Gbps USB-C 3.2",75.99,151.98,Free shipping,https://www.ebay.com/itm/236532412408?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,75.99,50.0
2026-03-10 19:23:36,WL OEM 20TB 7.2K RPM SATA 6Gb/s 3.5in Enterprise HDD,357.46,357.46,Free shipping,https://www.ebay.com/itm/297831103459?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0,0.0
2026-03-10 19:23:36,"Samsung - Geek Squad Certified Refurbished T9 Portable SSD 4TB, Up to 2,000MB...",459.99,459.99,Free shipping,https://www.ebay.com/itm/205471528497?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0,0.0
2026-03-10 19:23:37,SAMSUNG SSD 7.68TB 4TB 3.84TB 2TB 1.92TB 1TB 960GB 512GB 500GB 480GB 2.5 6Gbps,74.99,74.99,Free shipping,https://www.ebay.com/itm/326859827047?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0,0.0
2026-03-10 19:23:37,JBL PartyBox 1000 Portable Bluetooth Party Speaker with Full Panel Light Effects,849.0,1349.95,Free shipping,https://www.ebay.com/itm/184651964031?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,500.95000000000005,37.11
2026-03-10 19:23:37,"Soundcore Anker Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless",22.99,28.74,Free shipping,https://www.ebay.com/itm/389129473103?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,5.75,20.01
2026-03-10 19:23:37,Beats Fit Pro Ear Hooks Ear wings Replacement Black White Purple Gray Blue 1Pair,16.0,16.0,Free shipping,https://www.ebay.com/itm/376769728164?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0,0.0
2026-03-10 19:23:37,JBL JBLPARTYBOXULTAM-Z  PartyBox Ultimate Speaker - Certified Refurbished,1199.99,1899.95,Free shipping,https://www.ebay.com/itm/135712104253?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,699.96,36.84
