timestamp,title,price,original_price,shipping,item_url
2026-03-10 19:23:34,"Acer Swift Go 14"" Laptop Intel Core Ultra 7 155H 16GB RAM 1TB SSD Refurbished",$371.99,$799.99,Free shipping,https://www.ebay.com/itm/276709583737?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407
2026-03-10 19:23:34,N/A,$371.99,N/A,N/A,N/A
2026-03-10 19:23:34,"2021 Apple M1 Pro MacBook Pro 16"" 32GB/512GB SSD - (Space Gray) A2485 w/Warranty",$795.15,"$2,699.00",Free shipping,https://www.ebay.com/itm/146647402645?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407
2026-03-10 19:23:34,N/A,$795.15,N/A,N/A,N/A
2026-03-10 19:23:34,"HP EliteBook 845 G8 14"" FHD IPS AMD Ryzen 5 PRO 5650U 32GB 256GB SSD W11P Laptop",$369.00,$799.99,Free shipping,https://www.ebay.com/itm/376992070163?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407
2026-03-10 19:23:34,N/A,$369.00,N/A,N/A,N/A
2026-03-10 19:23:34,Samsung HW-B750F 5.1ch Bluetooth Soundbar with Wireless Subwoofer – 2025 Model,$218.00,$599.95,Free shipping,https://www.ebay.com/itm/157040074913?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409
2026-03-10 19:23:34,N/A,$218.00,N/A,N/A,N/A
2026-03-10 19:23:34,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",$93.00,$199.00,Free shipping,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409
2026-03-10 19:23:34,N/A,$93.00,N/A,N/A,N/A
2026-03-10 19:23:34,Epson BrightLink 1485Fi FHD 5000Lumen 3LCD Interactive Classroom Laser Projector,"$1,357.00","$3,099.00",Free shipping,https://www.ebay.com/itm/175297139043?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409
2026-03-10 19:23:34,N/A,"$1,357.00",N/A,N/A,N/A
2026-03-10 19:23:34,Samsung 656W 11.1.4-Ch 656W  Dolby Atmos Soundbar System HW-Q990D/ZA,$829.98,"$1,599.99",Free shipping,https://www.ebay.com/itm/395482986060?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409
2026-03-10 19:23:34,N/A,$829.98,N/A,N/A,N/A
